,Order ID,Ship Mode,Customer ID,Product ID,Discount,Quantity,Sales,Profit,last_ordered,Returned
1136,CA-2014-146500,Standard Class,AT-10735,OFF-BI-10002432-0,0.0,5,25.3,11.891,3829,No
1137,CA-2014-146500,Standard Class,AT-10735,OFF-ST-10000563-0,0.0,3,95.94,9.594,3829,No
1138,CA-2014-146528,Second Class,VF-21715,OFF-PA-10002195-0,0.0,1,6.48,3.1752,3865,No
1139,CA-2014-146528,Second Class,VF-21715,OFF-SU-10002522-0,0.0,4,15.52,4.5008,3865,No
1140,CA-2014-146591,First Class,TS-21340,FUR-BO-10001972-0,0.7,5,181.47,-320.597,4052,No
1141,CA-2014-146591,First Class,TS-21340,OFF-BI-10003676-0,0.7,10,32.34,-23.716,4052,No
1142,CA-2014-146591,First Class,TS-21340,OFF-EN-10002504-0,0.2,5,108.72,36.693,4052,No
1143,CA-2014-146591,First Class,TS-21340,OFF-PA-10000659-0,0.2,4,56.064,19.6224,4052,No
1144,CA-2014-146640,Standard Class,HA-14905,OFF-BI-10002867-0,0.2,7,334.768,108.7996,3890,No
1145,CA-2014-146703,Second Class,PO-18865,OFF-ST-10001713-0,0.0,4,211.96,8.4784,3778,No
1146,CA-2014-146731,Standard Class,AT-10735,OFF-PA-10000141-0,0.2,2,3.488,1.1772,3764,No
1147,CA-2014-146731,Standard Class,AT-10735,OFF-PA-10001019-0,0.2,9,143.856,48.5514,3764,No
1148,CA-2014-146815,Standard Class,PP-18955,FUR-CH-10004289-0,0.1,2,172.764,13.4372,3820,No
1149,CA-2014-146815,Standard Class,PP-18955,OFF-AR-10003469-0,0.0,2,3.52,1.6896,3820,No
1150,CA-2014-146843,Standard Class,PB-19150,OFF-SU-10001664-0,0.2,7,47.992,3.5994,3737,No
1151,CA-2014-146843,Standard Class,PB-19150,TEC-AC-10002550-0,0.2,4,102.24,-16.614,3737,No
1152,CA-2014-146864,Standard Class,BT-11530,OFF-ST-10004946-0,0.0,4,216.4,56.264,3715,No
1153,CA-2014-146885,Standard Class,EB-13840,OFF-PA-10001622-0,0.0,3,13.62,6.129,3921,No
1154,CA-2014-146969,Standard Class,AP-10915,FUR-FU-10004188-0,0.0,2,204.6,53.196,3799,No
1155,CA-2014-146969,Standard Class,AP-10915,OFF-FA-10001561-0,0.0,4,8.72,2.8776,3799,No
1156,CA-2014-146969,Standard Class,AP-10915,OFF-PA-10002105-0,0.0,1,6.48,3.1104,3799,No
1157,CA-2014-146969,Standard Class,AP-10915,OFF-ST-10004340-0,0.0,1,62.18,16.7886,3799,No
1158,CA-2014-146969,Standard Class,AP-10915,TEC-MA-10004241-0,0.2,2,686.32,223.054,3799,No
1159,CA-2014-146990,First Class,BP-11095,OFF-FA-10000611-0,0.0,4,5.92,2.8416,3760,No
1160,CA-2014-146990,First Class,BP-11095,OFF-PA-10000246-0,0.0,3,30.18,13.8828,3760,No
1161,CA-2014-146997,Standard Class,SG-20605,OFF-FA-10003467-0,0.0,3,5.94,0.0,4048,No
1162,CA-2014-147235,Standard Class,CD-11920,OFF-PA-10004948-0,0.0,5,24.9,11.703,3988,No
1163,CA-2014-147298,Standard Class,AG-10300,FUR-CH-10004886-0,0.2,3,230.28,23.028,3955,No
1164,CA-2014-147298,Standard Class,AG-10300,OFF-BI-10001525-0,0.2,6,18.288,5.715,3955,No
1165,CA-2014-147543,Standard Class,BC-11125,FUR-CH-10000155-0,0.2,2,478.48,47.848,3884,No
1166,CA-2014-147900,Standard Class,JK-15640,OFF-PA-10003063-0,0.2,9,28.8,10.08,3805,No
1167,CA-2014-147914,Standard Class,MP-17470,OFF-PA-10001685-0,0.2,2,16.224,5.8812,3916,No
1168,CA-2014-148040,Standard Class,BF-11275,FUR-CH-10001482-0,0.2,3,314.352,-35.3646,3990,No
1169,CA-2014-148040,Standard Class,BF-11275,OFF-PA-10002581-0,0.2,3,74.352,23.235,3990,No
1170,CA-2014-148285,Standard Class,RD-19810,OFF-PA-10000349-0,0.2,3,11.952,4.0338,3771,No
1171,CA-2014-148285,Standard Class,RD-19810,OFF-PA-10001166-0,0.2,2,10.368,3.6288,3771,No
1172,CA-2014-148369,Standard Class,TH-21115,OFF-BI-10004876-0,0.0,4,11.12,5.4488,3805,No
1173,CA-2014-148383,Standard Class,RP-19390,OFF-BI-10003650-0,0.7,6,946.764,-694.2936,3710,No
1174,CA-2014-148425,Standard Class,RF-19345,OFF-BI-10000201-0,0.7,9,6.642,-4.428,3737,No
1175,CA-2014-148488,Standard Class,SM-20005,OFF-BI-10000315-0,0.2,7,106.344,37.2204,3727,No
1176,CA-2014-148488,Standard Class,SM-20005,OFF-PA-10004470-0,0.0,2,11.36,5.2256,3727,No
1177,CA-2014-148586,Standard Class,AZ-10750,FUR-CH-10002439-0,0.1,7,366.786,65.2064,3987,No
1178,CA-2014-148614,Standard Class,MV-17485,FUR-FU-10003194-0,0.0,2,19.3,5.79,4051,Yes
1179,CA-2014-148614,Standard Class,MV-17485,OFF-PA-10002893-0,0.0,2,19.36,9.2928,4051,Yes
1180,CA-2014-148761,Standard Class,PA-19060,OFF-BI-10000666-0,0.0,3,91.68,45.84,3934,No
1181,CA-2014-148782,Standard Class,PO-18850,TEC-PH-10002923-0,0.2,3,88.776,7.7679,3765,No
1182,CA-2014-148915,Standard Class,ND-18370,OFF-ST-10001128-0,0.2,5,443.92,-94.333,3766,No
1183,CA-2014-148915,Standard Class,ND-18370,TEC-PH-10000673-0,0.2,3,155.976,54.5916,3766,No
1184,CA-2014-148950,Standard Class,JD-16015,OFF-BI-10001249-0,0.8,4,5.104,-8.6768,3723,Yes
1185,CA-2014-148950,Standard Class,JD-16015,OFF-FA-10003059-0,0.2,2,2.896,0.4706,3723,Yes
1186,CA-2014-148950,Standard Class,JD-16015,TEC-AC-10002718-0,0.2,3,35.016,-2.1885,3723,Yes
1187,CA-2014-149020,Standard Class,AJ-10780,FUR-FU-10000965-0,0.0,1,51.94,21.2954,4061,No
1188,CA-2014-149020,Standard Class,AJ-10780,OFF-LA-10004272-0,0.0,1,2.89,1.3583,4061,No
1189,CA-2014-149055,Standard Class,PB-19210,OFF-EN-10003040-0,0.2,3,62.808,21.1977,3744,No
1190,CA-2014-149104,Second Class,RD-19900,OFF-AR-10002952-0,0.0,2,26.7,7.476,3976,No
1191,CA-2014-149104,Second Class,RD-19900,OFF-AR-10004685-0,0.0,3,13.89,4.5837,3976,No
1192,CA-2014-149104,Second Class,RD-19900,OFF-BI-10004209-0,0.0,5,40.2,18.09,3976,No
1193,CA-2014-149104,Second Class,RD-19900,OFF-ST-10000991-0,0.0,6,689.82,20.6946,3976,No
1194,CA-2014-149244,Standard Class,MS-17530,FUR-FU-10004671-0,0.0,2,35.34,13.4292,3763,No
1195,CA-2014-149524,First Class,BS-11590,FUR-BO-10003433-0,0.5,4,61.96,-53.2856,4057,No
1196,CA-2014-149538,Standard Class,KB-16585,OFF-PA-10002195-0,0.0,2,12.96,6.3504,3977,No
1197,CA-2014-149538,Standard Class,KB-16585,OFF-PA-10003797-0,0.0,3,19.44,9.3312,3977,No
1198,CA-2014-149538,Standard Class,KB-16585,OFF-ST-10004180-0,0.0,5,232.55,9.302,3977,No
1199,CA-2014-149538,Standard Class,KB-16585,TEC-AC-10002926-0,0.0,2,99.98,42.9914,3977,No
1200,CA-2014-149594,Standard Class,MF-18250,FUR-FU-10000222-0,0.2,4,103.936,16.8896,3813,No
1201,CA-2014-149643,Standard Class,RH-19510,TEC-PH-10000038-0,0.0,2,273.96,10.9584,3751,No
1202,CA-2014-149958,Standard Class,AS-10240,FUR-FU-10001756-0,0.2,3,45.696,5.1408,3997,No
1203,CA-2014-149958,Standard Class,AS-10240,OFF-BI-10000773-0,0.7,3,7.218,-5.5338,3997,No
1204,CA-2014-149958,Standard Class,AS-10240,OFF-BI-10001543-0,0.7,4,43.188,-31.6712,3997,No
1205,CA-2014-149958,Standard Class,AS-10240,OFF-PA-10002120-0,0.2,3,131.904,47.8152,3997,No
1206,CA-2014-149958,Standard Class,AS-10240,OFF-ST-10001490-0,0.2,1,142.776,17.847,3997,No
1207,CA-2014-150203,First Class,JB-15925,OFF-AP-10001469-0,0.0,6,250.26,72.5754,3732,No
1208,CA-2014-150245,Second Class,PC-18745,FUR-BO-10002613-0,0.2,7,1573.488,196.686,3706,No
1209,CA-2014-150301,First Class,MH-18025,FUR-CH-10002647-0,0.1,1,63.882,10.647,3882,No
1210,CA-2014-150329,Standard Class,SD-20485,FUR-FU-10003724-0,0.2,7,46.872,3.5154,3788,No
1211,CA-2014-150490,Standard Class,SS-20590,OFF-AR-10004602-0,0.0,2,45.98,12.8744,3854,No
1212,CA-2014-150490,Standard Class,SS-20590,OFF-ST-10000321-0,0.0,2,15.78,0.6312,3854,No
1213,CA-2014-150490,Standard Class,SS-20590,TEC-AC-10004510-0,0.0,1,16.36,1.636,3854,No
1214,CA-2014-150518,Standard Class,MW-18220,OFF-ST-10000877-0,0.0,4,221.16,57.5016,3748,No
1215,CA-2014-150518,Standard Class,MW-18220,TEC-PH-10002103-0,0.0,3,281.97,78.9516,3748,No
1216,CA-2014-150581,Standard Class,NM-18445,FUR-TA-10003748-0,0.2,1,99.592,2.4898,3973,No
1217,CA-2014-150581,Standard Class,NM-18445,TEC-AC-10001908-0,0.0,4,399.96,139.986,3973,No
1218,CA-2014-150798,Second Class,JK-15730,FUR-CH-10000015-0,0.3,6,909.72,-51.984,3736,No
1219,CA-2014-150798,Second Class,JK-15730,FUR-FU-10000221-0,0.2,2,8.128,1.4224,3736,No
1220,CA-2014-150798,Second Class,JK-15730,OFF-PA-10001972-0,0.2,7,36.288,12.7008,3736,No
1221,CA-2014-150798,Second Class,JK-15730,TEC-CO-10001571-0,0.4,2,659.988,109.998,3736,No
1222,CA-2014-151001,First Class,JG-15805,OFF-ST-10001031-0,0.2,4,52.096,3.9072,3976,No
1223,CA-2014-151001,First Class,JG-15805,OFF-ST-10003455-0,0.2,4,49.632,3.7224,3976,No
1224,CA-2014-151078,Same Day,RF-19840,OFF-ST-10001328-0,0.2,4,49.632,4.9632,3755,No
1225,CA-2014-151162,Standard Class,EA-14035,OFF-BI-10003719-0,0.7,4,29.94,-23.952,3732,Yes
1226,CA-2014-151162,Standard Class,EA-14035,OFF-PA-10001033-0,0.2,3,98.376,35.6613,3732,Yes
1227,CA-2014-151162,Standard Class,EA-14035,OFF-PA-10003036-0,0.2,3,17.472,5.6784,3732,Yes
1228,CA-2014-151162,Standard Class,EA-14035,TEC-PH-10001809-0,0.4,2,179.94,-44.985,3732,Yes
1229,CA-2014-151162,Standard Class,EA-14035,TEC-PH-10001870-0,0.4,1,36.738,-9.1845,3732,Yes
1230,CA-2014-151295,Standard Class,JA-15970,FUR-TA-10002356-0,0.2,3,629.064,31.4532,3755,No
1231,CA-2014-151295,Standard Class,JA-15970,OFF-PA-10001947-0,0.0,2,11.96,5.8604,3755,No
1232,CA-2014-151330,First Class,TC-21295,FUR-CH-10000749-0,0.0,9,1628.82,260.6112,3784,No
1233,CA-2014-151330,First Class,TC-21295,OFF-ST-10000615-0,0.0,7,79.45,22.246,3784,No
1234,CA-2014-151330,First Class,TC-21295,TEC-AC-10000865-0,0.0,3,177.0,30.09,3784,No
1235,CA-2014-151379,Standard Class,SC-20695,OFF-PA-10000595-0,0.0,5,114.2,52.532,3721,No
1236,CA-2014-151554,First Class,CM-11815,OFF-PA-10004609-0,0.2,4,20.736,7.2576,3753,No
1237,CA-2014-151708,Standard Class,MB-17305,FUR-FU-10001602-0,0.2,4,121.376,-3.0344,3851,No
1238,CA-2014-151708,Standard Class,MB-17305,TEC-AC-10001767-0,0.2,3,95.976,-10.7973,3851,No
1239,CA-2014-151792,Second Class,CV-12295,TEC-AC-10001606-0,0.2,3,239.976,53.9946,3826,No
1240,CA-2014-151897,Standard Class,VT-21700,OFF-LA-10001074-0,0.2,10,100.24,33.831,3914,No
1241,CA-2014-151946,Standard Class,BT-11440,FUR-BO-10003272-0,0.2,2,353.568,-44.196,3916,No
1242,CA-2014-151946,Standard Class,BT-11440,FUR-FU-10002191-0,0.0,2,13.96,6.7008,3916,No
1243,CA-2014-151946,Standard Class,BT-11440,FUR-FU-10002878-0,0.0,2,56.96,21.0752,3916,No
1244,CA-2014-151946,Standard Class,BT-11440,OFF-AP-10001626-0,0.0,4,15.56,4.0456,3916,No
1245,CA-2014-151953,Standard Class,DB-13555,OFF-AR-10003469-0,0.2,2,2.816,0.9856,3808,No
1246,CA-2014-151967,Standard Class,NB-18580,FUR-FU-10000193-0,0.0,4,129.92,10.3936,3776,No
1247,CA-2014-151995,First Class,ZC-21910,FUR-TA-10002903-0,0.0,5,1298.55,311.652,3785,No
1248,CA-2014-151995,First Class,ZC-21910,OFF-AP-10000240-0,0.0,4,213.92,62.0368,3785,No
1249,CA-2014-151995,First Class,ZC-21910,OFF-AR-10003190-0,0.0,4,11.52,3.2256,3785,No
1250,CA-2014-151995,First Class,ZC-21910,TEC-AC-10001101-0,0.0,2,25.78,2.578,3785,No
1251,CA-2014-152100,Standard Class,VW-21775,FUR-CH-10000015-0,0.3,8,1212.96,-69.312,3940,No
1252,CA-2014-152233,First Class,KH-16510,TEC-AC-10002800-0,0.0,2,99.98,34.993,3793,No
1253,CA-2014-152254,Same Day,BD-11620,OFF-PA-10001144-0,0.2,7,310.688,108.7408,3890,No
1254,CA-2014-152268,Standard Class,SC-20095,OFF-BI-10001359-0,0.0,2,1793.98,843.1706,3826,No
1255,CA-2014-152296,First Class,IL-15100,OFF-BI-10004506-0,0.2,3,19.752,6.9132,3858,No
1256,CA-2014-152345,Second Class,ST-20530,OFF-ST-10003123-0,0.0,1,33.29,7.9896,3708,Yes
1257,CA-2014-152345,Second Class,ST-20530,TEC-PH-10004897-0,0.2,3,23.976,-5.6943,3708,Yes
1258,CA-2014-152422,Second Class,BD-11635,OFF-AP-10002892-0,0.2,5,91.92,11.49,3793,No
1259,CA-2014-152443,Standard Class,FG-14260,OFF-AP-10001293-0,0.0,6,245.88,68.8464,3930,No
1260,CA-2014-152443,Standard Class,FG-14260,OFF-BI-10001071-0,0.0,7,447.86,219.4514,3930,No
1261,CA-2014-152443,Standard Class,FG-14260,OFF-PA-10003022-0,0.0,3,17.94,8.7906,3930,No
1262,CA-2014-152562,Standard Class,JO-15145,OFF-AR-10001919-0,0.0,3,5.64,1.6356,3766,No
1263,CA-2014-152562,Standard Class,JO-15145,OFF-ST-10000464-0,0.0,2,69.52,19.4656,3766,No
1264,CA-2014-152618,First Class,RB-19465,OFF-PA-10001215-0,0.2,2,8.448,2.64,3998,No
1265,CA-2014-152618,First Class,RB-19465,TEC-MA-10003626-0,0.3,2,574.91,156.047,3998,No
1266,CA-2014-152849,Standard Class,DW-13195,OFF-AR-10002833-0,0.2,3,4.368,0.3822,3885,No
1267,CA-2014-152905,Standard Class,AB-10015,OFF-ST-10000321-0,0.2,2,12.624,-2.5248,4022,No
1268,CA-2014-153087,Standard Class,TC-20980,OFF-PA-10001243-0,0.0,4,23.92,11.7208,3710,No
1269,CA-2014-153087,Standard Class,TC-20980,TEC-AC-10003198-0,0.0,5,498.0,184.26,3710,No
1270,CA-2014-153150,Second Class,Dl-13600,OFF-BI-10003355-0,0.2,5,19.92,6.972,3889,Yes
1271,CA-2014-153479,Standard Class,DF-13135,OFF-BI-10002867-0,0.2,2,95.648,31.0856,3794,No
1272,CA-2014-153479,Standard Class,DF-13135,OFF-LA-10004689-0,0.0,5,14.45,6.7915,3794,No
1273,CA-2014-153619,Same Day,TC-21535,OFF-AR-10001868-0,0.0,4,6.72,3.36,3764,No
1274,CA-2014-153808,Second Class,FH-14275,OFF-AR-10001725-0,0.0,3,70.95,18.447,3975,No
1275,CA-2014-153808,Second Class,FH-14275,OFF-BI-10002794-0,0.2,2,65.568,23.7684,3975,No
1276,CA-2014-153808,Second Class,FH-14275,TEC-AC-10004171-0,0.0,3,299.97,131.9868,3975,No
1277,CA-2014-153850,Standard Class,TH-21100,FUR-FU-10002960-0,0.2,7,35.168,9.6712,3743,No
1278,CA-2014-153850,Standard Class,TH-21100,TEC-PH-10002584-0,0.4,4,1502.376,-250.396,3743,No
1279,CA-2014-153913,Second Class,KB-16585,FUR-CH-10000988-0,0.2,9,1013.832,101.3832,3721,No
1280,CA-2014-153913,Second Class,KB-16585,OFF-FA-10000490-0,0.2,2,1.984,0.6696,3721,No
1281,CA-2014-153927,First Class,LL-16840,OFF-BI-10000138-0,0.0,3,14.04,6.7392,3847,No
1282,CA-2014-153927,First Class,LL-16840,TEC-AC-10000023-0,0.0,13,272.61,98.1396,3847,No
1283,CA-2014-153969,Standard Class,HF-14995,OFF-AR-10001615-0,0.0,3,59.52,15.4752,3807,No
1284,CA-2014-153969,Standard Class,HF-14995,OFF-EN-10001539-0,0.0,2,15.56,7.3132,3807,No
1285,CA-2014-153969,Standard Class,HF-14995,OFF-EN-10004483-0,0.0,5,78.35,36.8245,3807,No
1286,CA-2014-153969,Standard Class,HF-14995,OFF-PA-10000327-0,0.0,9,38.52,17.334,3807,No
1287,CA-2014-153969,Standard Class,HF-14995,OFF-PA-10002246-0,0.0,3,19.35,9.4815,3807,No
1288,CA-2014-153969,Standard Class,HF-14995,TEC-PH-10001299-0,0.2,2,239.984,23.9984,3807,No
1289,CA-2014-153976,Second Class,BP-11290,FUR-CH-10002880-0,0.3,3,258.279,-70.1043,3795,No
1290,CA-2014-153983,Standard Class,AH-10210,OFF-FA-10003495-0,0.0,5,30.4,15.2,3738,No
1291,CA-2014-153983,Standard Class,AH-10210,TEC-PH-10004586-0,0.2,2,575.92,71.99,3738,No
1292,CA-2014-154095,Standard Class,ON-18715,FUR-CH-10004754-0,0.0,8,239.84,64.7568,3735,No
1293,CA-2014-154095,Standard Class,ON-18715,FUR-FU-10003849-0,0.0,3,60.72,23.6808,3735,No
1294,CA-2014-154095,Standard Class,ON-18715,OFF-LA-10000634-0,0.0,6,15.66,7.2036,3735,No
1295,CA-2014-154095,Standard Class,ON-18715,OFF-PA-10002923-0,0.0,3,146.82,73.41,3735,No
1296,CA-2014-154158,Second Class,CC-12670,FUR-CH-10004698-0,0.2,1,64.784,6.4784,3714,No
1297,CA-2014-154158,Second Class,CC-12670,OFF-AR-10001868-0,0.2,1,1.344,0.504,3714,No
1298,CA-2014-154158,Second Class,CC-12670,OFF-PA-10001295-0,0.2,3,45.528,15.9348,3714,No
1299,CA-2014-154158,Second Class,CC-12670,OFF-ST-10000078-0,0.2,2,424.272,-10.6068,3714,No
1300,CA-2014-154158,Second Class,CC-12670,OFF-ST-10004950-0,0.2,5,83.92,-1.049,3714,No
1301,CA-2014-154165,Standard Class,DL-13315,OFF-AR-10003631-0,0.2,14,54.208,8.8088,4023,No
1302,CA-2014-154186,Second Class,RA-19285,OFF-SU-10001574-0,0.2,1,2.92,0.365,3724,No
1303,CA-2014-154592,First Class,EH-14005,OFF-PA-10000062-0,0.0,3,164.88,80.7912,3730,No
1304,CA-2014-154599,Standard Class,KN-16450,FUR-BO-10001337-0,0.15,3,308.499,-18.147,3969,No
1305,CA-2014-154599,Standard Class,KN-16450,OFF-BI-10002764-0,0.2,7,18.088,6.5569,3969,No
1306,CA-2014-154599,Standard Class,KN-16450,TEC-PH-10000576-0,0.2,4,438.368,38.3572,3969,No
1307,CA-2014-154599,Standard Class,KN-16450,TEC-PH-10001557-0,0.2,14,1075.088,94.0702,3969,No
1308,CA-2014-154627,First Class,SA-20830,TEC-PH-10001363-0,0.2,6,2735.952,341.994,3769,No
1309,CA-2014-154641,Standard Class,KL-16645,OFF-ST-10004459-0,0.0,1,375.34,18.767,3848,No
1310,CA-2014-154669,Second Class,TM-21010,OFF-ST-10000532-0,0.0,11,423.28,110.0528,3851,No
1311,CA-2014-154781,Standard Class,SC-20680,OFF-PA-10001609-0,0.0,2,6.58,3.0268,3746,No
1312,CA-2014-154781,Standard Class,SC-20680,TEC-AC-10000474-0,0.0,1,94.99,28.497,3746,No
1313,CA-2014-154837,Second Class,RB-19645,OFF-BI-10001575-0,0.2,2,49.568,17.3488,3836,No
1314,CA-2014-154893,Standard Class,GM-14440,FUR-CH-10000595-0,0.2,3,572.16,35.76,3716,No
1315,CA-2014-154893,Standard Class,GM-14440,FUR-CH-10004287-0,0.2,6,1325.76,149.148,3716,No
1316,CA-2014-154963,Standard Class,AA-10645,FUR-CH-10000454-0,0.3,5,853.93,0.0,3898,No
1317,CA-2014-154963,Standard Class,AA-10645,FUR-CH-10004698-0,0.3,3,170.058,-4.8588,3898,No
1318,CA-2014-154963,Standard Class,AA-10645,TEC-PH-10004093-0,0.4,3,82.782,-15.1767,3898,No
1319,CA-2014-155208,Standard Class,SP-20650,OFF-AR-10003478-0,0.2,6,39.072,9.768,3965,No
1320,CA-2014-155264,Second Class,RP-19270,OFF-BI-10003196-0,0.2,1,2.992,1.122,3779,No
1321,CA-2014-155264,Second Class,RP-19270,OFF-BI-10003727-0,0.2,6,20.064,7.0224,3779,No
1322,CA-2014-155264,Second Class,RP-19270,OFF-LA-10002787-0,0.0,5,18.75,9.0,3779,No
1323,CA-2014-155264,Second Class,RP-19270,OFF-PA-10003228-0,0.0,3,146.73,68.9631,3779,No
1324,CA-2014-155264,Second Class,RP-19270,TEC-PH-10001305-0,0.2,3,117.576,11.7576,3779,No
1325,CA-2014-155271,Same Day,AA-10480,FUR-FU-10001473-0,0.0,2,27.46,9.8856,3947,No
1326,CA-2014-155390,Standard Class,BG-11035,OFF-PA-10003641-0,0.2,2,42.208,13.7176,3731,No
1327,CA-2014-155593,Standard Class,RP-19390,OFF-SU-10002522-0,0.0,3,11.64,3.3756,3764,No
1328,CA-2014-155796,Second Class,TS-21430,FUR-BO-10002545-0,0.5,4,521.96,-250.5408,3756,No
1329,CA-2014-155796,Second Class,TS-21430,FUR-FU-10000409-0,0.2,2,23.968,7.7896,3756,No
1330,CA-2014-155852,Second Class,AJ-10945,OFF-AR-10003560-0,0.2,4,19.456,3.4048,4009,No
1331,CA-2014-155887,Standard Class,KT-16480,FUR-TA-10002228-0,0.3,3,700.056,-130.0104,3939,No
1332,CA-2014-156006,Second Class,TM-21010,TEC-AC-10002550-0,0.0,3,47.79,16.2486,3951,No
1333,CA-2014-156160,Standard Class,AS-10090,FUR-CH-10004983-0,0.1,4,579.528,83.7096,3806,No
1334,CA-2014-156160,Standard Class,AS-10090,FUR-FU-10001876-0,0.0,3,97.44,35.0784,3806,No
1335,CA-2014-156160,Standard Class,AS-10090,OFF-AR-10003876-0,0.0,4,13.04,5.7376,3806,No
1336,CA-2014-156160,Standard Class,AS-10090,OFF-BI-10003355-0,0.2,1,3.984,1.3944,3806,No
1337,CA-2014-156244,Standard Class,DH-13675,OFF-AP-10002403-0,0.2,6,211.248,15.8436,3847,No
1338,CA-2014-156244,Standard Class,DH-13675,OFF-AR-10004344-0,0.2,5,47.96,4.1965,3847,No
1339,CA-2014-156244,Standard Class,DH-13675,OFF-LA-10000443-0,0.2,1,2.952,0.9963,3847,No
1340,CA-2014-156244,Standard Class,DH-13675,OFF-PA-10000295-0,0.2,6,31.104,10.8864,3847,No
1341,CA-2014-156244,Standard Class,DH-13675,OFF-SU-10000432-0,0.2,2,5.552,-1.041,3847,No
1342,CA-2014-156244,Standard Class,DH-13675,TEC-AC-10002473-0,0.2,7,158.928,41.7186,3847,No
1343,CA-2014-156314,First Class,RP-19390,FUR-FU-10003096-0,0.2,5,30.36,8.7285,3713,No
1344,CA-2014-156342,Second Class,JF-15415,OFF-PA-10001725-0,0.2,2,62.016,22.4808,3903,No
1345,CA-2014-156349,Standard Class,ML-17395,FUR-BO-10000362-0,0.15,2,290.666,27.3568,3925,Yes
1346,CA-2014-156349,Standard Class,ML-17395,TEC-PH-10000441-0,0.2,2,201.584,20.1584,3925,Yes
1347,CA-2014-156349,Standard Class,ML-17395,TEC-PH-10002726-0,0.2,2,83.984,31.494,3925,Yes
1348,CA-2014-156433,Standard Class,ES-14020,OFF-LA-10001569-0,0.0,2,9.96,4.5816,3808,No
1349,CA-2014-156433,Standard Class,ES-14020,OFF-PA-10003724-0,0.0,4,21.72,10.6428,3808,No
1350,CA-2014-156545,First Class,JS-16030,OFF-AR-10003560-0,0.2,4,19.456,3.4048,4013,No
1351,CA-2014-156587,First Class,AB-10015,FUR-CH-10004477-0,0.2,1,48.712,5.4801,4005,No
1352,CA-2014-156587,First Class,AB-10015,OFF-AR-10001427-0,0.0,3,17.94,4.6644,4005,No
1353,CA-2014-156587,First Class,AB-10015,OFF-ST-10002344-0,0.0,3,242.94,4.8588,4005,No
1354,CA-2014-156594,Second Class,MC-17845,OFF-AR-10001725-0,0.0,2,47.3,12.298,3717,No
1355,CA-2014-156594,Second Class,MC-17845,OFF-AR-10004269-0,0.0,1,4.13,1.1564,3717,No
1356,CA-2014-156594,Second Class,MC-17845,OFF-BI-10003007-0,0.2,5,155.12,50.414,3717,No
1357,CA-2014-156594,Second Class,MC-17845,OFF-BI-10004632-0,0.2,2,487.984,152.495,3717,No
1358,CA-2014-156601,Standard Class,FA-14230,OFF-FA-10000624-0,0.0,2,7.16,3.58,3809,No
1359,CA-2014-156790,Second Class,VG-21790,FUR-BO-10000468-0,0.2,4,155.456,-7.7728,3851,No
1360,CA-2014-156993,Standard Class,RW-19630,OFF-FA-10003495-0,0.0,1,6.08,3.04,3892,No
1361,CA-2014-157147,Standard Class,BD-11605,FUR-BO-10003034-0,0.15,3,333.999,3.9294,4058,No
1362,CA-2014-157147,Standard Class,BD-11605,OFF-AR-10003514-0,0.0,5,19.9,6.567,4058,No
1363,CA-2014-157147,Standard Class,BD-11605,OFF-ST-10000078-0,0.0,5,1325.85,238.653,4058,No
1364,CA-2014-157546,First Class,RD-19720,OFF-BI-10002498-0,0.2,6,89.712,30.2778,3870,No
1365,CA-2014-157546,First Class,RD-19720,OFF-PA-10004569-0,0.0,3,22.83,10.7301,3870,No
1366,CA-2014-157609,Second Class,KN-16705,TEC-PH-10002415-0,0.2,2,471.92,29.495,3996,No
1367,CA-2014-157623,Standard Class,DK-13225,OFF-AR-10003723-0,0.0,1,3.38,1.2506,3998,No
1368,CA-2014-157623,Standard Class,DK-13225,OFF-PA-10001204-0,0.0,2,10.56,4.752,3998,No
1369,CA-2014-157644,First Class,AH-10030,OFF-LA-10003148-0,0.0,3,18.9,8.694,3706,No
1370,CA-2014-157644,First Class,AH-10030,TEC-AC-10003614-0,0.0,3,34.77,11.4741,3706,No
1371,CA-2014-157721,First Class,JM-16195,FUR-FU-10002116-0,0.0,1,70.71,4.9497,3826,No
1372,CA-2014-157721,First Class,JM-16195,OFF-AP-10001303-0,0.0,1,19.9,8.955,3826,No
1373,CA-2014-157784,First Class,MC-17845,OFF-LA-10001934-0,0.0,2,14.62,6.8714,3885,No
1374,CA-2014-157784,First Class,MC-17845,OFF-PA-10000304-0,0.0,3,19.44,9.3312,3885,No
1375,CA-2014-157784,First Class,MC-17845,TEC-AC-10003911-0,0.0,3,479.97,163.1898,3885,No
1376,CA-2014-157882,Second Class,AR-10405,FUR-CH-10002774-0,0.2,3,122.352,13.7646,3795,No
1377,CA-2014-157882,Second Class,AR-10405,FUR-TA-10001866-0,0.2,1,143.432,3.5858,3795,No
1378,CA-2014-157924,First Class,HA-14920,FUR-CH-10000229-0,0.2,2,433.568,-65.0352,3787,Yes
1379,CA-2014-157924,First Class,HA-14920,OFF-ST-10002352-0,0.0,4,31.92,8.2992,3787,Yes
1380,CA-2014-158029,Standard Class,HF-14995,FUR-CH-10000988-0,0.2,2,225.296,22.5296,3925,No
1381,CA-2014-158064,Standard Class,AA-10375,OFF-BI-10002976-0,0.2,5,16.52,5.5755,3960,No
